drugName,cIds,smilesString
ST-2825,CIDs24808138,C1CC2(CC3N(C2=O)C(CCS3)C(=O)N)N(C1)C(=O)CC4=CC=C(C=C4)NC(=O)COC5=C(C=C(C=C5)Cl)Cl
(-)-Blebbistatin,CIDs05287792,CC1=CC2=C(C=C1)N=C3C(C2=O)(CCN3C4=CC=CC=C4)O
Strophantine octahydrate,CIDs06364534,CC1C(C(C(C(O1)OC2CC(C3(C4C(CCC3(C2)O)C5(CCC(C5(CC4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O.O.O.O.O.O.O.O.O
YW3-56,CIDs56970298,CN(C)C1=CC2=C(C=C1)C=C(C=C2)C(=O)NC(CCCN=C(CCl)N)C(=O)NCC3=CC=CC=C3
Dioscin,CIDs00119245,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1
Phlorizin,CIDs00006072,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2OC3C(C(C(C(O3)CO)O)O)O)O)O)O
Canagliflozin,CIDs24812758,CC1=C(C=C(C=C1)C2C(C(C(C(O2)CO)O)O)O)CC3=CC=C(S3)C4=CC=C(C=C4)F
GSK-2256294A,CIDs59448236,CC1=NC(=NC(=N1)NC)NC2CCCC(C2)C(=O)NCC3=C(C=C(C=C3)C#N)C(F)(F)F
BAY-41-2272,CIDs09798973,C1CC1C2=CN=C(N=C2N)C3=NN(C4=C3C=CC=N4)CC5=CC=CC=C5F
Cinaciguat,CIDs09808022,C1=CC=C(C=C1)CCC2=CC=C(C=C2)COC3=CC=CC=C3CCN(CCCCC(=O)O)CC4=CC=C(C=C4)C(=O)O
STF-118804,CIDs20916937,CC1=CC=C(C=C1)S(=O)(=O)CC2=C(OC(=N2)C3=CC=C(C=C3)C(=O)NCC4=CN=CC=C4)C
BAY-876,CIDs118191391,CC1=C(C(=NN1CC2=CC=C(C=C2)C#N)C(F)(F)F)NC(=O)C3=CC(=NC4=C3C=CC(=C4)F)C(=O)N
PFK-158,CIDs71730058,C1=CC(=CC2=C1C=CC(=N2)C=CC(=O)C3=CC=NC=C3)C(F)(F)F
Tetrabenazine,CIDs00006018,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC
2-Deoxyglucose,CIDs00108223,C(C=O)C(C(C(CO)O)O)O
Meglumine,CIDs00008567,CNCC(C(C(C(CO)O)O)O)O
Lactulose,CIDs00011333,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O
Aspartame,CIDs00134601,COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N
PX-12,CIDs00219104,CCC(C)SSC1=NC=CN1
RSL3,CIDs01750826,COC(=O)C1CC2=C(C(N1C(=O)CCl)C3=CC=C(C=C3)C(=O)OC)NC4=CC=CC=C24
Erastin,CIDs11214940,CCOC1=CC=CC=C1N2C(=O)C3=CC=CC=C3N=C2C(C)N4CCN(CC4)C(=O)COC5=CC=C(C=C5)Cl
Hematoxylin,CIDs00442514,C1C2=CC(=C(C=C2C3C1(COC4=C3C=CC(=C4O)O)O)O)O
Deferasirox,CIDs00214348,C1=CC=C(C(=C1)C2=NN(C(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)C(=O)O)O
Penicillamine,CIDs00005852,CC(C)(C(C(=O)O)N)S
Tiopronin,CIDs00005483,CC(C(=O)NCC(=O)O)S
PF-06282999,CIDs71571306,COC1=C(C=C(C=C1)Cl)C2=CC(=O)NC(=S)N2CC(=O)N
Rose Bengal disodium,CIDs00032343,C1=C2C(=C3C=C(C(=O)C(=C3OC2=C(C(=C1I)[O-])I)I)I)C4=C(C(=C(C(=C4Cl)Cl)Cl)Cl)C(=O)[O-].[Na+].[Na+]
Edaravone,CIDs00004021,CC1=NN(C(=O)C1)C2=CC=CC=C2
Rebamipide,CIDs00005042,C1=CC=C2C(=C1)C(=CC(=O)N2)CC(C(=O)O)NC(=O)C3=CC=C(C=C3)Cl
Idebenone,CIDs00003686,CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCCO
Aurantiamarin (Methyl Hesperidin),CIDs05467549,CC(C)C1C(=O)NC(=CC2=C(NC=N2)C(C)(C)C=C)C(=O)N1
Tempol,CIDs00137994,CC1(CC(CC(N1[O])(C)C)O)C
Taurine,CIDs00001123,C(CS(=O)(=O)O)N
ML-228,CIDs46742353,C1=CC=C(C=C1)C2=CC=C(C=C2)CNC3=C(N=NC(=N3)C4=CC=CC=N4)C5=CC=CC=C5
PX-478,CIDs11234794,C1=CC(=CC=C1CC(C(=O)O)N)[N+](CCCl)(CCCl)[O-].Cl.Cl
Lificiguat,CIDs00005712,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)C4=CC=C(O4)CO
Manassantin A,CIDs10190528,CC1C(C(OC1C2=CC(=C(C=C2)OC(C)C(C3=CC(=C(C=C3)OC)OC)O)OC)C4=CC(=C(C=C4)OC(C)C(C5=CC(=C(C=C5)OC)OC)O)OC)C
EL-102,CIDs62705067,CC1=C(C=C(C=C1)C2=CSC(=C2)C#N)NS(=O)(=O)C3=CC=C(C=C3)OC
2-Methoxyestradiol (2-MeOE2),CIDs00066414,CC12CCC3C(C1CCC2O)CCC4=CC(=C(C=C34)OC)O
PT-2385,CIDs91754484,CS(=O)(=O)C1=C2C(C(CC2=C(C=C1)OC3=CC(=CC(=C3)C#N)F)(F)F)O
Molidustat,CIDs59603622,C1COCCN1C2=NC=NC(=C2)N3C(=O)C(=CN3)N4C=CN=N4
IOX2,CIDs54685215,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=C(C2=O)C(=O)NCC(=O)O)O
Roxadustat,CIDs11256664,CC1=NC(=C(C2=C1C=C(C=C2)OC3=CC=CC=C3)O)C(=O)NCC(=O)O
Daprodustat,CIDs91617630,C1CCC(CC1)N2C(=O)C(C(=O)N(C2=O)C3CCCCC3)C(=O)NCC(=O)O
Vadadustat,CIDs23634441,C1=CC(=CC(=C1)Cl)C2=CC(=C(N=C2)C(=O)NCC(=O)O)O
JNJ-42041935,CIDs45102710,C1=C2C(=CC(=C1Cl)OC(F)(F)F)N=C(N2)N3C=C(C=N3)C(=O)O
Polydatin,CIDs05281718,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O
BMS-587101,CIDs11635371,CN1C(=O)N(C(=O)C12CN(CC2C3=CC=C(C=C3)C#N)CC4=CC(=CS4)C(=O)O)C5=CC(=CC(=C5)Cl)Cl
Rottlerin,CIDs05281847,CC1=C(C(=C(C(=C1O)C(=O)C)O)CC2=C(C3=C(C(=C2O)C(=O)C=CC4=CC=CC=C4)OC(C=C3)(C)C)O)O
KUC107871N,CIDs49830258,COC1=CC=CC2=C1N=C(N=C2NCC3=CC=CC=C3)N4C5=CC=CC=C5N=C4N
KUC107887N,CIDs49830260,C1CCC2=C(C1)C(=NC(=N2)N3CCOC4=CC=CC=C43)NCC5=CC=CC=C5
KUC105555N,CIDs00676352,C1=CC=C(C=C1)CNC2=NC(=NC3=CC=CC=C32)NCC4=CC=CC=C4
CB-5083,CIDs73051434,CC1=CC2=C(C=CC=C2N1C3=NC4=C(COCC4)C(=N3)NCC5=CC=CC=C5)C(=O)N
Vesnarinone,CIDs00005663,COC1=C(C=C(C=C1)C(=O)N2CCN(CC2)C3=CC4=C(C=C3)NC(=O)CC4)OC
NMS-873,CIDs71521142,CC1=C(C=CC(=C1)OCC2=NN=C(N2C3=CN=CC=C3)SC4CCCC4)C5=CC=C(C=C5)S(=O)(=O)C
NMS-859,CIDs71607189,C1=CC=C2C(=C1)C(=NS2(=O)=O)NC3=CC(=CC=C3)NC(=O)CCl
VLX-600,CIDs06410104,CC1=CC=CC2=C1NC3=C2N=NC(=N3)NN=C(C)C4=CC=CC=N4
3-BDO,CIDs16216349,C1C(C(=O)OC1COC2=CC=CC=C2[N+](=O)[O-])CC3=CC=CC=C3
Dyphylline,CIDs00003182,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O
Allopurinol,CIDs135401907,C1=NNC2=C1C(=O)NC=N2
Febuxostat,CIDs00134018,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O
OTX-008,CIDs11953346,CN(C)CCNC(=O)COC1=C2CC3=C(C(=CC=C3)CC4=C(C(=CC=C4)CC5=CC=CC(=C5OCC(=O)NCCN(C)C)CC1=CC=C2)OCC(=O)NCCN(C)C)OCC(=O)NCCN(C)C
FG-2216,CIDs06914666,C1=CC=C2C(=C1)C(=C(N=C2Cl)C(=O)NCC(=O)O)O
CPI-613,CIDs24770514,C1=CC=C(C=C1)CSCCC(CCCCC(=O)O)SCC2=CC=CC=C2
Etomoxir,CIDs09840324,CCOC(=O)C1(CO1)CCCCCCOC2=CC=C(C=C2)Cl
RUSKI-201,CIDs71726792,CCC(C)CNCC(=O)N1CCC2=C(C1C3=NC(=CC=C3)C)C=CS2
Deferoxamine mesylate,CIDs00062881,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O.CS(=O)(=O)O
Vidofludimus,CIDs09820008,COC1=CC=CC(=C1)C2=CC(=C(C=C2)NC(=O)C3=C(CCC3)C(=O)O)F
ML-390,CIDs71768304,C1CC(C2=CC=CC=C2C1)NC(=O)CCNC(=O)C3=CC=C(C=C3)OC(F)(F)F
Brequinar,CIDs00057030,CC1=C(N=C2C=CC(=CC2=C1C(=O)O)F)C3=CC=C(C=C3)C4=CC=CC=C4F
Sulfadoxine,CIDs00017134,COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N
Gimeracil,CIDs54679224,C1=C(C(=CNC1=O)Cl)O
ASP-9521,CIDs25210792,CC(C)(CC1CCN(CC1)C(=O)C2=CC3=C(N2)C=CC(=C3)OC)O
LP-533401,CIDs44560455,C1=CC(=CC(=C1)F)C2=CC=C(C=C2)C(C(F)(F)F)OC3=NC(=NC(=C3)C4=CC=C(C=C4)CC(C(=O)O)N)N
Sitagliptin,CIDs04369359,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N
Linagliptin,CIDs10096344,CC#CCN1C2=C(N=C1N3CCCC(C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C
Saxagliptin,CIDs11243969,C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N
BQU-57,CIDs77845606,CC1=NN(C2=C1C(C(=C(O2)N)C#N)C3=CC=C(C=C3)C(F)(F)F)C
APR-246,CIDs52918385,COCC1(C(=O)C2CCN1CC2)CO
ML327,CIDs60167648,C1=CC=C(C=C1)C2=CC(=NO2)C(=O)NCCCNC(=O)C3=CC=CNC3=O
Exherin,CIDs09916058,CC1C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CN=CN2)NC(=O)C)C(=O)N)C(C)C
NSC-319726,CIDs05351307,CC(=NNC(=S)N1CCC1)C2=CC=CC=N2
Sufugolix,CIDs03038517,CN(CC1=CC=CC=C1)CC2=C(SC3=C2C(=O)N(C(=O)N3CC4=C(C=CC=C4F)F)C5=CC=CC=C5)C6=CC=C(C=C6)NC(=O)NOC
Elagolix,CIDs11250647,CC1=C(C(=O)N(C(=O)N1CC2=C(C=CC=C2F)C(F)(F)F)CC(C3=CC=CC=C3)NCCCC(=O)O)C4=C(C(=CC=C4)OC)F
Relugolix,CIDs10348973,CN(C)CC1=C(SC2=C1C(=O)N(C(=O)N2CC3=C(C=CC=C3F)F)C4=NN=C(C=C4)OC)C5=CC=C(C=C5)NC(=O)NOC
Dronedarone hydrochloride,CIDs00219025,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC.Cl
Epinephrine,CIDs00005816,CNCC(C1=CC(=C(C=C1)O)O)O
Noradrenaline bitartrate monohydrate,CIDs03047796,C1=CC(=C(C=C1C(CN)O)O)O.C(C(C(=O)O)O)(C(=O)O)O.O
Synephrine,CIDs00007172,CNCC(C1=CC=C(C=C1)O)O
Phenylephrine hydrochloride,CIDs05284443,CNCC(C1=CC(=CC=C1)O)O.Cl
Naftopidil,CIDs00004418,COC1=CC=CC=C1N2CCN(CC2)CC(COC3=CC=CC4=CC=CC=C43)O
Oxymetazoline hydrochloride,CIDs00066259,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C.Cl
Xylometazoline hydrochloride,CIDs05282386,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C.Cl
Tizanidine hydrochloride,CIDs00114869,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl.Cl
Yohimbine,CIDs00008969,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O
Phentolamine mesilate,CIDs00091430,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O.CS(=O)(=O)O
Digitoflavone,CIDs05280445,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O
Acarbose,CIDs00041774,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)NC4C=C(C(C(C4O)O)O)CO
Miglitol,CIDs00441314,C1C(C(C(C(N1CCO)CO)O)O)O
Avacopan,CIDs49841217,CC1=C(C(=CC=C1)F)C(=O)N2CCCC(C2C3=CC=C(C=C3)NC4CCCC4)C(=O)NC5=CC(=C(C=C5)C)C(F)(F)F
Ampanel,CIDs00164509,CC1CC2=CC3=C(C=C2C(=NN1C(=O)C)C4=CC=C(C=C4)N)OCO3
AQX-MN-100,CIDs23634362,CC1=C2C(=CC(=C1)O)CC3C2(CCC4C3(CCCC4(C)C)C)C
Ozanimod,CIDs52938427,CC(C)OC1=C(C=C(C=C1)C2=NC(=NO2)C3=C4CCC(C4=CC=C3)NCCO)C#N
Etrasimod,CIDs44623998,C1CCC(C1)C2=C(C=C(C=C2)COC3=CC4=C(C=C3)NC5=C4CCC5CC(=O)O)C(F)(F)F
MK-0557,CIDs11491176,C1CC2(CCC1C(=O)NC3=NN(C=C3)C4=CC=CC=C4F)C5=C(C=CN=C5)C(=O)O2
NVS-CECR2-1,CIDs117072550,CCCS(=O)(=O)C1=NC(=CC(=N1)NC2CC2)C3=CC4=C(C=C3)N(C=C4)C5CC(NC(C5)(C)C)(C)C
Sertraline hydrochloride,CIDs00063009,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl.Cl
Varespladib,CIDs00155815,CCC1=C(C2=C(N1CC3=CC=CC=C3)C=CC=C2OCC(=O)O)C(=O)C(=O)N
Oleanolic acid,CIDs00010494,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C
Quinacrine,CIDs00000237,CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC
Ralaniten (EPI-001),CIDs45107538,CC(C)(C1=CC=C(C=C1)OCC(CO)O)C2=CC=C(C=C2)OCC(CCl)O
Darolutamide (ODM-201),CIDs67171867,CC(CN1C=CC(=N1)C2=CC(=C(C=C2)C#N)Cl)NC(=O)C3=NNC(=C3)C(C)O
Orteronel,CIDs09796590,CNC(=O)C1=CC2=C(C=C1)C=C(C=C2)C3(CCN4C3=CN=C4)O
Tibolone,CIDs00444008,CC1CC2=C(CCC(=O)C2)C3C1C4CCC(C4(CC3)C)(C#C)O
Testosterone cypionate,CIDs00441404,CC12CCC3C(C1CCC2OC(=O)CCC4CCCC4)CCC5=CC(=O)CCC35C
Hydroxyflutamide,CIDs00091649,CC(C)(C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F)O
Cyproterone acetate,CIDs00009880,CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)C5CC5C34C)Cl)C)OC(=O)C
Finasteride,CIDs00057363,CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C
Diindolylmethane,CIDs00003071,C1=CC=C2C(=C1)C(=CN2)CC3=CNC4=CC=CC=C43
17 alpha-propionate,CIDs11750009,CCC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)C(=O)CO
Flutamide,CIDs00003397,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F
Nilutamide,CIDs00004493,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C
Apalutamide,CIDs24872560,CNC(=O)C1=C(C=C(C=C1)N2C(=S)N(C(=O)C23CCC3)C4=CN=C(C(=C4)C(F)(F)F)C#N)F
AZD-3514,CIDs46893585,CC(=O)N1CCN(CC1)CCOC2=CC=C(C=C2)C3CCN(CC3)C4=NN5C(=NN=C5C(F)(F)F)CC4
Prinaberel,CIDs00656954,C=CC1=C2C(=CC(=C1)O)N=C(O2)C3=CC(=C(C=C3)O)F
Ostarine,CIDs11326715,CC(COC1=CC=C(C=C1)C#N)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O
Galeterone,CIDs11188409,CC12CCC(CC1=CCC3C2CCC4(C3CC=C4N5C=NC6=CC=CC=C65)C)O
AZD-9496 maleate,CIDs134692378,CC1CC2=C(C(N1CC(C)(C)F)C3=C(C=C(C=C3F)C=CC(=O)O)F)NC4=CC=CC=C24.C(=CC(=O)O)C(=O)O
Brilanestrant,CIDs56941241,CCC(=C(C1=CC=C(C=C1)C=CC(=O)O)C2=CC3=C(C=C2)NN=C3)C4=C(C=C(C=C4)F)Cl
Toremifene citrate,CIDs03005572,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
Elacestrant,CIDs23642301,CCNCCC1=CC=C(C=C1)CN(CC)C2=C(C=CC(=C2)OC)C3CCC4=C(C3)C=CC(=C4)O
Acolbifene,CIDs00155435,CC1=C(C(OC2=C1C=CC(=C2)O)C3=CC=C(C=C3)OCCN4CCCCC4)C5=CC=C(C=C5)O
Ospemifene,CIDs03036505,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)C3=CC=C(C=C3)OCCO)CCCl
Clomifene citrate,CIDs03033832,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
Estetrol,CIDs00027125,CC12CCC3C(C1C(C(C2O)O)O)CCC4=C3C=CC(=C4)O
Dienestrol,CIDs00667476,CC=C(C1=CC=C(C=C1)O)C(=CC)C2=CC=C(C=C2)O
Diethylstilbestrol,CIDs00448537,CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O
Ethinylestradiol,CIDs00005991,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O
Estradiol,CIDs00005757,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O
Mestranol,CIDs00006291,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)OC
Estriol,CIDs00005756,CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O
Erteberel,CIDs10286159,C1CC2C(C1)C3=C(C=CC(=C3)O)OC2C4=CC=C(C=C4)O
Daidzein,CIDs05281708,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O
Naringenin,CIDs00000932,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O
Trilostane,CIDs00656583,CC12CCC3C(C1CCC2O)CCC45C3(CC(=C(C4O5)O)C#N)C
Tesmilifene hydrochloride,CIDs00175534,CCN(CC)CCOC1=CC=C(C=C1)CC2=CC=CC=C2.Cl
Fulvestrant,CIDs00104741,CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F
XCT-790,CIDs06918788,COC1=C(C=CC(=C1)C=C(C#N)C(=O)NC2=NN=C(S2)C(F)(F)F)OCC3=C(C=C(C=C3)C(F)(F)F)C(F)(F)F
Chenodeoxycholic acid,CIDs00010133,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
Zoledronic acid monohydrate,CIDs00121586,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O.O
Risedronate sodium,CIDs00005245,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O
BMS-214662,CIDs00448545,C1C(N(CC2=C(N1CC3=CN=CN3)C=CC(=C2)C#N)S(=O)(=O)C4=CC=CS4)CC5=CC=CC=C5
Lonafarnib,CIDs00148195,C1CN(CCC1CC(=O)N2CCC(CC2)C3C4=C(C=C(C=C4CCC5=CC(=CN=C35)Br)Cl)Br)C(=O)N
Arglabin,CIDs05574924,CC1=CCC23C1C4C(CCC2(O3)C)C(=C)C(=O)O4
L-778123,CIDs00216453,C1CN(C(=O)CN1CC2=CN=CN2CC3=CC=C(C=C3)C#N)C4=CC(=CC=C4)Cl.Cl
Ramelteon,CIDs00208902,CCC(=O)NCCC1CCC2=C1C3=C(C=C2)OCC3
Oxymatrine,CIDs00114850,C1CC2C3CCC[N+]4(C3C(CCC4)CN2C(=O)C1)[O-]
Alvimopan,CIDs05488548,CC1CN(CCC1(C)C2=CC(=CC=C2)O)CC(CC3=CC=CC=C3)C(=O)NCC(=O)O
Phortress (NSC-710305),CIDs09804228,CC1=C(C=CC(=C1)C2=NC3=C(S2)C=CC(=C3)F)NC(=O)C(CCCCN)N.Cl.Cl
Bromhexine hydrochloride,CIDs05702220,CN(CC1=C(C(=CC(=C1)Br)Br)N)C2CCCCC2.Cl
Erdosteine,CIDs00065632,C1CSC(=O)C1NC(=O)CSCC(=O)O
MI-2,CIDs54765302,CCCC1=CC2=C(N=CN=C2S1)N3CCN(CC3)C4=NCC(S4)(C)C
Loperamide hydrochloride,CIDs00071420,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4.Cl
Naltrexone hydrochloride,CIDs05485201,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O.Cl
Butylscopolamine bromide,CIDs00009003,CCCC[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C.[Br-]
Methscopolamine (bromide),CIDs05459110,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C.[Br-]
Gallamine triethiodide,CIDs00006172,CC[N+](CC)(CC)CCOC1=C(C(=CC=C1)OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC.[I-].[I-].[I-]
Tolterodine tartrate,CIDs00443878,CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2.C(C(C(=O)O)O)(C(=O)O)O
Amiodarone hydrochloride,CIDs00441325,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I.Cl
Bethanechol chloride,CIDs00011548,CC(C[N+](C)(C)C)OC(=O)N.[Cl-]
Ro-51,CIDs24883277,CC(C)C1=CC(=C(C=C1OC2=CN=C(N=C2N)NC(CO)CO)I)OC
GW-791343,CIDs09848159,CC1=C(C=C(C=C1)CN2CCNCC2)NC(=O)CNC3=CC(=C(C=C3)F)F.Cl.Cl.Cl
AZ-11645373,CIDs09804433,C1C(=O)N(C(=O)S1)C(CCC2=CC=NC=C2)COC3=CC=C(C=C3)C4=CC(=CC=C4)[N+](=O)[O-]
AZ-10606120,CIDs10310632,C1C2CC3CC1CC(C2)(C3)CC(=O)NC4=CC=CC5=C4C=CC(=N5)NCCNCCO
A-740003,CIDs23232014,CC(C)(C)C(NC(=O)CC1=CC(=C(C=C1)OC)OC)N=C(NC#N)NC2=CC=CC3=C2C=CC=N3
A-839977,CIDs53325875,C1=CC=C(C(=C1)CNC2=NN=NN2C3=C(C(=CC=C3)Cl)Cl)OC4=CC=CC=N4
Ticlopidine hydrochloride,CIDs00065335,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl.Cl
Clopidogrel bisulfate,CIDs00115366,COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3.OS(=O)(=O)O
Prasugrel,CIDs06918456,CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4
Rifaximin,CIDs06436173,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C
Sodium Danshensu,CIDs23711819,C1=CC(=C(C=C1CC(C(=O)[O-])O)O)O.[Na+]
ER 819762,CIDs42596951,CCN1C(=O)N2CC3=CC(=CC(=C3C(C=C2C14CCN(CC4)CC5=CC(=CC(=C5)C)C)C)OC)OC
Imiquimod,CIDs00057469,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N
Resiquimod,CIDs00159603,CCOCC1=NC2=C(N1CC(C)(C)O)C3=CC=CC=C3N=C2N
Vesatolimod,CIDs46241268,CCCCOC1=NC2=C(C(=N1)N)NC(=O)CN2CC3=CC(=CC=C3)CN4CCCC4
Gardiquimod,CIDs44592366,CCNCC1=NC2=C(N1CC(C)(C)O)C3=CC=CC=C3N=C2N
Motolimod,CIDs16049404,CCCN(CCC)C(=O)C1=CC2=C(C=C(C=C2)C3=CC=C(C=C3)C(=O)N4CCCC4)N=C(C1)N
Resatorvid,CIDs11703255,CCOC(=O)C1=CCCCC1S(=O)(=O)NC2=C(C=C(C=C2)F)Cl
AX-024,CIDs56949412,COC1=CC2=C(C=C1)OCC(=C2C3=CC=C(C=C3)F)CN4CCCC4
SB-705498,CIDs09910486,C1CN(CC1NC(=O)NC2=CC=CC=C2Br)C3=NC=C(C=C3)C(F)(F)F
Propofol,CIDs00004943,CC(C)C1=C(C(=CC=C1)C(C)C)O
ELN-441958,CIDs11848206,C1CN(CCC12CCN(CC2)C(=O)C3=CC(=CC=C3)N4CC5=C(C4=O)C(=CC=C5)Cl)C6=CC=NC=C6
Doxofylline,CIDs00050942,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC3OCCO3
CGS-21680,CIDs03086599,CCNC(=O)C1C(C(C(O1)N2C=NC3=C(N=C(N=C32)NCCC4=CC=C(C=C4)CCC(=O)O)N)O)O
Istradefylline,CIDs05311037,CCN1C2=C(C(=O)N(C1=O)CC)N(C(=N2)C=CC3=CC(=C(C=C3)OC)OC)C
CVT-6883,CIDs11270783,CCCN1C(=O)C2=C(N=C(N2)C3=CN(N=C3)CC4=CC(=CC=C4)C(F)(F)F)N(C1=O)CC
Preladenant,CIDs10117987,COCCOC1=CC=C(C=C1)N2CCN(CC2)CCN3C4=C(C=N3)C5=NC(=NN5C(=N4)N)C6=CC=CO6
CPI-444,CIDs44537963,CC1=CC=C(O1)C2=C3C(=NC(=N2)N)N(N=N3)CC4=NC(=CC=C4)COC5CCOC5
Reversine,CIDs00210332,C1CCC(CC1)NC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)N5CCOCC5
Namodenoson,CIDs03035850,CNC(=O)C1C(C(C(O1)N2C=NC3=C2N=C(N=C3NCC4=CC(=CC=C4)I)Cl)O)O
